Name, Vorname;Geburtsjahr;Berufsschlüssel;Beruf/Stand;Geschlecht;Partei;Land;Platz;Wahlkreis
Binding, Lothar ;1950;76;MdB, Diplom-Mathematiker;1;SPD;BW;7;274
Binner, Karlheinz ;1967;87;Schulleiter;1;ÖDP;BY;9;235
Binninger, Clemens ;1962;76;Mitglied des Deutschen Bundestages;1;CDU;;   ;260
Birke, Helmut Gerhard ;1954;77;Diplom-Informatiker;1;AfD;;   ;129
Birke, Holger ;1964;87;Coach, Mediator;1;BüSo;BW;9;
Birkner, Jan-Hendrik ;1980;78;Kaufmännischer Angestellter;1;Die PARTEI;BE;38;
Birkwald, Matthias W. ;1961;76;MdB, Diplom-Sozialwissenschaftler;1;DIE LINKE;NW;2;94
Birr, Harald ;1959;78;Angestellter;1;SPD;RP;33;
Bisanz, Burkhard ;1958;80;Polizeibeamter;1;SPD;NI;60;
Bischeff, Grischa ;1979;78;Beamter;1;DIE LINKE;;   ;100
Bischoff, Stephan ;1983;94;BA European Studies;1;GRÜNE;ST;2;69
Bist, Andreas ;1978;86;Heilerziehungspfleger;1;FDP;NW;34;111
Bittel, Günther ;1953;84;Arzt;1;MLPD;NW;14;
Bitzer, Kai Steffen ;1973;88;Betriebswirt;1;GRÜNE;;   ;149
Blackman, Paul Michael ;1949;95;Rentner;1;Bündnis 21/RRP;BY;3;245
Blank, Otto Paul Hans ;1946;62;Techniker;1;Bündnis 21/RRP;BY;5;252
Blankenburg, Moroni ;1954;50;Schreiner;1;NPD;;   ;239
Blankenheim, Bernhard ;1951;95;Rentner;1;NPD;;   ;101
Blasi, Martin ;1967;78;Angestellter;1;FREIE WÄHLER;BY;37;220
Bleser, Peter ;1952;76;MdB, Landwirtschaftsmeister;1;CDU;RP;2;201
Blex, Dr. Christian ;1975;87;Oberstudienrat;1;AfD;NW;18;130
Blienert, Burkhard ;1966;78;Angestellter;1;SPD;NW;29;137
Bloching, Prof. Dr. Micha Manuel ;1968;87;Hochschullehrer;1;PARTEI DER VERNUNFT;BY;2;
Blöchinger, Klaus ;1967;77;EDV-Systemadministrator;1;PARTEI DER VERNUNFT;BY;20;
Blömer, Dennis ;1983;94;Student;1;NPD;;   ;123
Bluhm, Heidrun ;1958;76;Mitglied des Deutschen Bundestages;2;DIE LINKE;MV;2;17
Blum, Rainer ;1969;83;Aufnahmeleiter;1;GRÜNE;;   ;101
Blümel, Thomas ;1965;77;Informatiker;1;SPD;SN;15;160
Blumenthal, Sebastian ;1974;62;IT-Berater;1;FDP;SH;3;5
Blumentritt, Volker ;1946;41;Koch;1;SPD;TH;7;194
Blumer, Jürgen ;1958;29;Werkzeugmacher;1;MLPD;;   ;116
Blusch, Uwe ;1960;86;Diplom-Sozialpädagoge;1;Tierschutzpartei;BW;1;
Bock, Alexander ;1987;61;Diplom-Physiker;1;PIRATEN;BY;2;218
Böck, Daniel ;1992;94;Student der Informatik;1;DIE LINKE;;   ;253
Bock, Dr. Inge Ursula ;1958;99;Freiberuflerin;2;AfD;BB;6;
Böckel, Hans-Martin ;1973;77;Netzwerkadministrator;1;PIRATEN;;   ;145
Bockhahn, Steffen ;1978;76;Mitglied des Deutschen Bundestages;1;DIE LINKE;MV;4;14
Böddinghaus, Sabine ;1957;88;Erziehungswissenschaftlerin;2;DIE LINKE;HH;2;23
Bodem, Barbara ;1957;95;Hausfrau;2;ÖDP;RP;26;
Bodewig, Philippe ;1986;75;Vertriebsleiter;1;NPD;;   ;114
Boeddinghaus, Kai Manuel ;1959;99;Selbstständig;1;DIE LINKE;;   ;168
Boenigk, Natalina ;1959;91;Hotelfachfrau;2;CDU;SH;17;
Boerner, Thomas ;1969;68;Handelsvertreter;1;PBC;NI;7;
Boes, Ralph Kurt ;1957;88;Philosoph;1;Anderer KWV;;   ;75
Bogdanovic, Nikola ;1968;98;Arbeitslos;2;BüSo;NW;7;
Bögel-Hoyer, Claudia ;1961;77;IT-Projektmanagerin;2;FDP;NW;13;124
Bogendorff von Wolffersdorff, Nabiel Peter;1963;69;Bankkaufmann;1;AfD;SN;3;
Bognar, Julia ;1983;94;Berufsakademie-Studentin;2;SPD;RP;20;
Bogner, Andrea Beate ;1961;2;Pferdewirtin;2;PIRATEN;;   ;67
Böhlke, Stephan ;1978;83;Künstler;1;pro Deutschland;MV;4;
Böhm, Michael Ralf ;1970;99;Selbstständiger;1;PIRATEN;BY;26;
Böhme, Andreas ;1960;60;Verkehrsingenieur;1;FREIE WÄHLER;TH;3;190
Böhme, Matteo ;1982;75;Unternehmer;1;FDP;SN;10;160
Böhme, Wolfgang Dieter ;1951;77;Diplom-Informatiker;1;DIE LINKE;;   ;236
Böhmer, Prof. Dr. Maria ;1950;76;MdB, Professorin, Staatsministerin;2;CDU;RP;1;208
Bohn, Volker ;1951;75;Unternehmer;1;DIE LINKE;;   ;276
Bohne, Jörg ;1953;62;Servicetechniker;1;AfD;ST;2;
Bohnenkamp, Hermann ;1956;89;Diakon, Heilpädagoge;1;PBC;NI;5;
Böhning, Dr. Volker ;1948;3;Hochschulagraringenieur;1;FREIE WÄHLER;MV;3;16
Bois du, Elke ;1959;99;Selbständige Einzelhändlerin;2;FREIE WÄHLER;ST;1;66
Bok, Karl-Heinz ;1951;69;Versicherungsfachmann (BWV);1;ÖDP;BW;26;
Bokor, Florian ;1975;83;Gestalter;1;PIRATEN;SN;4;152
Boleslawsky, Kathrin Anke ;1971;75;Freiberufliche Unternehmensberaterin;2;GRÜNE;;   ;56
Bolle, Rainer ;1962;78;Diplom-Kaufmann;1;AfD;BY;20;
Bolte, Jürgen ;1950;76;Fraktionsassistent;1;NPD;;   ;78
Bolte, Richard ;1972;70;Immobilienmakler;1;REP;NI;1;
Boltze, Andreas ;1987;74;Fachkraft für Lagerlogistik;1;NPD;;   ;282
Bolz, Erhard ;1940;60;Diplom-Ingenieur (FH);1;Bündnis 21/RRP;BY;6;214
Bolz, Wolfgang ;1941;78;Kaufmann;1;Bündnis 21/RRP;;   ;80
Bombeck, Johannes ;1962;86;Diplom-Sozialpädagoge;1;ÖDP;NW;18;
Bommel, Lutz ;1969;78;Staatlich geprüfter Betriebswirt;1;PIRATEN;;   ;65
Bongardt, Gisela ;1940;60;Diplom-Wirtschaftsingenieur;2;FREIE WÄHLER;TH;7;
Boom, Andreas Stefan ;1959;81;Rechtsanwalt;1;AfD;NI;11;
Borchardt, Alf-Heinz ;1953;81;Rechtsanwalt;1;FDP;TH;6;196
Borchert, Daniel ;1992;53;Arbeiter;1;DIE RECHTE;NW;5;
Borgwardt, Sonja Angela ;1951;95;Lehrerin i.R.;2;MLPD;SH;5;
Börm, Manfred ;1950;44;Maurermeister, Hochbautechniker;1;NPD;;   ;37
Born, Daniel ;1975;81;Jurist;1;SPD;BW;25;278
Born, Helmut ;1952;76;Freigestellter Betriebsrat;1;DIE LINKE;;   ;106
Born, Thomas ;1983;85;Physiotherapeut;1;BüSo;;   ;155
Borrmann, Marco ;1978;71;Straßenwärter;1;NPD;NI;2;53
Börs, Peter ;1944;95;Rentner;1;NPD;;   ;56
Börsch-Supan, Dr. Eva ;1932;88;Kunsthistorikerin;2;ÖDP;BE;4;
Börst-Harder, Petra ;1965;76;Diplom-Verwaltungswirtin (FH);2;SPD;ST;6;71
Boruzs, Christiane ;1971;62;Betriebswirtin des Handwerks;2;AfD;;   ;217
Bosbach, Wolfgang ;1952;81;Rechtsanwalt;1;CDU;NW;7;100
Boseld, Hans Joachim ;1952;60;Diplom-Ingenieur;1;NPD;;   ;174
Bossler, Ulrich ;1963;69;Bankvorstand;1;FREIE WÄHLER;BW;1;292
Bötcher, Detlev ;1969;83;Designer;1;PIRATEN;HH;8;
Böth, Gunhild ;1952;87;Gymnasiallehrerin;2;DIE LINKE;;   ;103
Bothe, Vinzenz ;1983;61;Diplom-Chemiker;1;CDU;BW;47;
Böttger, Dr. Ute Gertraud ;1956;61;Diplom-Chemikerin;2;ÖDP;TH;6;
Botzenhardt, Harry Hermann ;1956;30;Staatlich geprüfter Augenoptikermeister;1;PIRATEN;;   ;278
Bouillon, Elke ;1963;60;Diplom-Ingenieurin Elektrotechnik;2;GRÜNE;TH;7;
Boxler, Stefan ;1964;60;Selbständiger Diplom-Wirtschaftsingenieur;1;GRÜNE;;   ;202
Boyens, Stephan ;1962;88;Diplom-Kaufmann;1;AfD;NW;9;94
Bozkurt, Gonca ;1972;85;Krankenschwester;2;BIG;NW;6;
Boztemur, Serdar ;1989;82;Journalist;1;DIE LINKE;;   ;105
Braatz, Benjamin ;1978;77;Informatiker;1;PIRATEN;RP;12;
Bracht, Werner ;1949;77;Informatiker;1;Anderer KWV;;   ;167
Bracht-Bendt, Nicole ;1959;76;MdB, Tischlerin;2;FDP;;   ;36
Brackmann, Norbert ;1954;76;MdB, Jurist;1;CDU;SH;9;10
Brade, Andreas Jens ;1966;48;Dachdeckermeister;1;CDU;SN;20;
Brähmig, Klaus Peter ;1957;31;Elektrohandwerksmeister;1;CDU;SN;6;158
Brand, Jörg ;1972;62;Straßenbautechniker;1;FREIE WÄHLER;HE;6;
Brand, Kurt Karl Wilhelm ;1964;77;Freiberuflicher IT-Berater;1;AfD;BY;32;
Brand, Michael ;1973;76;Mitglied des Deutschen Bundestages;1;CDU;HE;16;174
Brandenburg, Jens ;1986;88;Politikwissenschaftler;1;FDP;BW;11;277
Brandenstein, Pierre Claude Rene ;1968;81;Richter;1;CDU;HE;36;
Brandes, Jan Uwe Andreas ;1959;82;Medizinjournalist;1;AfD;SN;5;
Brandin, Birgit ;1961;87;Berufsschullehrerin;2;AfD;ST;7;
Brandl, Anton ;1962;84;Apotheker;1;FDP;BY;36;217
Brandl, Dr. Reinhard ;1977;76;MdB, Diplom-Wirtschaftsingenieur;1;CSU;;   ;217
Brandt, Achim ;1965;64;Bauzeichner;1;Volksabstimmung;BW;5;
Brandt, Alexander ;1975;86;Diplom-Sozialpädagoge;1;PIRATEN;;   ;268
Brandt, Helmut ;1950;76;MdB, Rechtsanwalt;1;CDU;NW;23;88
Brandt, Kathrin ;1987;94;Studentin;2;CDU;SL;18;
Brandt, Robert ;1951;63;Materialprüfer;1;DIE LINKE;NW;23;124
Brandtner, Bernd ;1968;88;Diplom-Pädagoge;1;GRÜNE;;   ;151
Brantner, Dr. Franziska ;1979;76;Europaabgeordnete;2;GRÜNE;BW;9;274
Brase, Willi ;1951;76;Gewerkschaftssekretär;1;SPD;NW;3;148
Brateanu, Alexander Marcel ;1991;94;Student;1;PIRATEN;SN;7;
Brauchle, Roman ;1980;77;Systemadministrator;1;PIRATEN;;   ;294
Brauer, Stephen ;1970;87;Berufsschullehrer;1;FDP;BW;17;268
Braukmüller, Rolf-Dieter ;1947;76;Beamter;1;AfD;ST;11;
Brauksiepe, Dr. Ralf Wolfgang ;1967;76;Parlamentarischer Staatssekretär;1;CDU;NW;13;139
Braun, Adolf ;1949;88;Diplom-Philologe;1;CDU;SN;15;
Braun, Christian ;1985;77;Informatiker;1;PIRATEN;;   ;29
Braun, Dr. Helge Reinhold ;1972;84;Arzt;1;CDU;HE;7;173
Braun, Gabriele ;1956;78;Kaufmännische Angestellte;2;DIE LINKE;BY;9;
Braun, Martin ;1990;67;Großhandelskaufmann;1;NPD;;   ;170
Braun, Michael ;1965;1;Landwirt;1;GRÜNE;;   ;99
Braun, Petra ;1957;78;Bürokauffrau;2;MLPD;;   ;125
Braunert, Oscar ;1990;94;Schüler;1;Die PARTEI;BE;44;
Bräutigam, Georg ;1955;88;Diplom-Ökonom;1;FREIE WÄHLER;TH;8;
Brauwers, Johannes Wilhelm ;1949;75;Unternehmensberater;1;Die PARTEI;NW;53;
Brechlin, Jörg ;1972;78;Angestellter;1;PARTEI DER VERNUNFT;;   ;194
Breckel, Kerstin ;1975;86;Altenpflegehelferin;2;NPD;;   ;48
Brehmer, Heike ;1962;88;Diplom-Betriebswirtin (FH);2;CDU;ST;1;68
Breil, Klaus ;1945;75;Branchen- und Unternehmensanalyst;1;FDP;BY;11;226
Breitschu, Andreas ;1982;98;Arbeitslos;1;PIRATEN;ST;4;71
Brems, Gerd ;1952;75;Geschäftsführer;1;FDP;NW;38;103
Brenner, Dr. Gerhard ;1949;87;Lehrer;1;GRÜNE;;   ;109
Brett, Eberhard ;1954;81;Rechtsanwalt;1;AfD;BW;7;259
Breuer, Heidi ;1953;95;Rentnerin;2;DIE LINKE;;   ;126
Breukel, Michael ;1968;77;Softwareentwickler;1;PIRATEN;;   ;187
Breutmann, Daniel Alexis-Adolf ;1976;99;Selbstständig;1;FDP;SN;13;157
Breyer, Patrick ;1977;81;Jurist;1;PIRATEN;;   ;3
Brieger, Arthur ;1995;94;Schüler;1;Die PARTEI;BE;52;
Briese-Finke, Simone ;1964;75;Projektentwicklerin;2;GRÜNE;MV;4;
Brinkhaus, Ralph ;1968;76;MdB, Steuerberater;1;CDU;NW;41;131
Brinkmann, Günter ;1947;95;Rentner;1;FREIE WÄHLER;TH;12;
Brinkmann, Hannelore Gabriele ;1953;87;Lehrerin;2;CDU;RP;26;
Brinkschmidt, Dirk ;1975;87;Lehrer;1;GRÜNE;;   ;136
Brisach, Ralf ;1966;88;Staatlich geprüfter Betriebswirt, Kaufmann;1;Volksabstimmung;NW;11;
Britz, Nicole ;1969;99;IT-Consultant;2;PIRATEN;BY;8;
Britzl, Wolfgang ;1983;77;IT-Systemadministrator;1;PIRATEN;BY;17;
Brodbeck, Matthias ;1972;62;Technischer Angestellter;1;NPD;;   ;267
Brodersen, Carsten-Peter ;1957;75;Sales-Manager;1;FDP;SH;12;1
Brodhun, Christoph ;1988;94;Student;1;SPD;NI;55;
Brodtrück, Bernd ;1970;83;Diplom-Designer (FH);1;BüSo;SN;7;
Bronson, Dr. Hugh ;1961;87;Dozent;1;AfD;BE;4;80
Brose, Dieter ;1943;88;Betriebswirt;1;NPD;BB;5;
Bröskamp, Elisabeth ;1969;2;Pferdewirtschaftsmeisterin;2;GRÜNE;;   ;198
Brück, Michael ;1990;99;Selbständig;1;DIE RECHTE;NW;3;
Brückel, Valentin ;1981;94;Student;1;PIRATEN;NW;11;
Brückmann, Christoph ;1983;94;Studierender;1;PIRATEN;BB;3;
Brüderle, Rainer ;1945;76;MdB, Diplom-Volkswirt;1;FDP;RP;2;206
Brüdigam, Verena ;1963;84;Apothekerin;2;AfD;BY;9;233
Brüggen, Dirk ;1969;60;Diplom-Ingenieur (FH);1;Die PARTEI;NW;14;
Brugger, Agnes ;1985;76;MdB, Studentin;2;GRÜNE;BW;5;294
Brühl, Andreas ;1974;77;Informatiker;1;PIRATEN;RP;3;204
Brummer, Doris ;1960;78;Verwaltungsangestellte;2;CDU;BW;41;
Brunkhorst, Angelika ;1955;88;Diplom-Sozialwissenschaftlerin;2;FDP;NI;3;28
Brunkhorst, Daniel ;1984;94;Student;1;SPD;NI;37;
Brunner, Dr. Karl Heinz ;1953;75;Wirtschaftsberater;1;SPD;BY;21;255
Brunner, Franz ;1954;31;Fernmeldehandwerker;1;SPD;BY;46;
Brunner, Maximilian ;1979;67;Einzelhandelskaufmann;1;REP;BY;41;
Bruns, Jutta ;1964;76;Wahlkeismitarbeiterin;2;GRÜNE;HE;11;176
Bruns, Michael ;1973;29;Werkzeugmechaniker;1;DIE LINKE;NW;12;146
Brunschweiger, Rosa Maria ;1951;95;Rentnerin;2;DIE VIOLETTEN;BY;23;
Brzezinski, Christoph ;1987;81;Jurist;1;CDU;BE;14;
Buch, Thomas ;1974;78;Sozialversicherungsfachangestellter;1;Anderer KWV;;   ;67
Buchholz, Christine ;1971;88;Erziehungswissenschaftlerin;2;DIE LINKE;HE;3;185
Buchholz, Conrad ;1982;88;Diplom-Kaufmann;1;FDP;HE;18;175
Buchholz, Daniel ;1968;76;MdA, Diplom-Wirtschaftsingenieur;1;SPD;BE;12;
Buchholz, Dr. Bernd Klaus ;1961;81;Rechtsanwalt;1;FDP;SH;2;9
Buchmann, Daniel ;1981;78;Angestellter;1;BüSo;BE;4;84
Büchner, Andreas ;1982;74;Fachlagerist;1;NPD;;   ;107
Buchner, Dr. Klaus ;1941;87;Physikprofessor;1;ÖDP;;   ;219
Buchta, Herbert ;1954;84;Tierarzt;1;MLPD;RP;2;
Buck, Josef ;1961;53;Arbeiter;1;MLPD;BW;5;275
Büddemann, Manfred ;1951;69;Bankkaufmann;1;DIE LINKE;;   ;110
Budina, Elfriede Erna ;1928;95;Rentnerin;2;NPD;HB;3;
Budnick, Reiner ;1954;78;Angestellter;1;PIRATEN;;   ;41
Bügge, Christoph ;1989;98;Auszubildender;1;Die PARTEI;NW;33;
Bühler, Andreas ;1975;25;Konstruktionsmechaniker;1;REP;BW;18;
Bühlmaier, Klaus ;1952;88;Betriebswirt;1;FREIE WÄHLER;BW;18;
Bühner, Robin ;1992;48;Fliesenleger;1;NPD;;   ;119
Bühren, Nadja ;1977;94;Studentin;2;DIE LINKE;;   ;134
Büker, Michael ;1987;61;Physiker;1;PIRATEN;HH;4;18
Bulat, Selcuk ;1980;60;Diplom-Ingenieur;1;BIG;BE;4;75
Buljevic, Daniel ;1983;94;Student;1;CDU;HB;5;
Buljevic, Vesna ;1954;83;Schauspielerin;2;MLPD;NW;6;140
Bulke, Peter ;1939;95;Diplom-Landwirt, Pensionär;1;REP;BW;7;
Bulling-Schröter, Eva ;1956;76;MdB, Betriebsschlosserin;2;DIE LINKE;BY;2;217
Bullwinkel, Caroline ;1990;94;Studentin;2;PIRATEN;HB;2;55
Bulmahn, Edelgard ;1951;95;Bundesministerin a.D.;2;SPD;NI;26;42
Bülow, Jochen ;1965;82;Journalist;1;DIE LINKE;RP;4;198
Bülow, Marco ;1971;82;Freier Journalist, Publizist;1;SPD;NW;38;142
Bummert, Bernd-Ulrich ;1950;29;Werkzeugvoreinsteller;1;MLPD;BB;3;
Bund-Becker, Sören ;1993;94;Student;1;GRÜNE;SL;9;
Bunge, Dr. Gertrud Paula Martina ;1951;76;Mitglied des Deutschen Bundestages;2;DIE LINKE;MV;5;13
Bunge, Stephan ;1980;78;Angestellter;1;CDU;MV;8;
Büning, Frank ;1966;88;Wissenschaftlicher Mitarbeiter, Ingenieur;1;GRÜNE;;   ;126
Büning, Franz Rudolf ;1959;88;Diplom-Kaufmann;1;PIRATEN;;   ;102
Bünting, Stephan ;1972;69;Versicherungsfachmann;1;FDP;;   ;24
Büntjen, Katharina Martina Elisabeth ;1955;78;Verwaltungsangestellte;2;FREIE WÄHLER;HB;1;
Burandt, Christoph ;1968;99;Selbstständiger Unternehmer;1;CDU;BW;28;
Bürgel, Ulrike ;1984;78;Angestellte;2;GRÜNE;SN;11;159
Burger, Dr. Thomas ;1970;61;Diplom-Physiker (Univ.);1;SPD;BY;48;
Burger, Jörg ;1960;75;Revisionsleiter;1;AfD;NW;3;
Burkert, Martin Kurt ;1964;76;Mitglied des Deutschen Bundestages;1;SPD;BY;3;245
Burkhardt, Andreas ;1980;99;Selbständig;1;REP;RP;6;
Burmeister, Anne ;1957;88;Politologin, Lerntherapeutin;2;PIRATEN;SH;6;4
Burmeister, Erich Karl ;1953;99;Selbstständig;1;DIE LINKE;;   ;121
Busch, Werner ;1947;99;selbstständiger Handwerker;1;Partei der Nichtwähler;NW;4;
Büschel, Andreas ;1955;74;Lagerist;1;RENTNER;BW;3;
Busch-Hübenbecker, Walter ;1951;76;Gewerkschaftssekretär;1;DIE LINKE;;   ;186
Buschmann, Marco ;1977;81;Rechtsanwalt;1;FDP;NW;8;123
Buschner, Stefan ;1982;83;Freier Editor;1;Die PARTEI;BE;40;
Büsing, Erika Marika ;1964;88;Diplom-Psychologin;2;SPD;HB;4;
Büsing, Lars ;1975;78;Angestellter;1;PIRATEN;;   ;132
Butscher, Johannes ;1938;88;Diplom-Pädagoge;1;FREIE WÄHLER;BW;15;294
Buttgereit, Heiko ;1965;78;Kaufmann;1;Die PARTEI;BE;36;
Buttgereit, Monika ;1949;87;Lehrerin;2;SPD;BE;9;
Büttner, Rene ;1976;99;Selbstständiger;1;Anderer KWV;;   ;59
Büttner, Thomas ;1974;77;Web-Entwickler;1;PIRATEN;;   ;249
Bystron, Petr ;1972;75;Unternehmer;1;AfD;BY;17;
Caesar, Cajus Julius ;1951;76;MdB, Diplom-Forstingenieur;1;CDU;NW;17;135
Cali, Mukhtaar ;1968;75;Selbständiger Unternehmer;1;GRÜNE;SH;6;
Can, Ergun ;1958;60;Diplom-Ingenieur Maschinenbau;1;SPD;BW;33;285
Can, Mustafa Sinan ;1986;94;Student;1;BIG;BE;5;78
Canel, Sylvia ;1958;87;Gymnasiallehrerin;2;FDP;;   ;21
Caroli, Dirk ;1972;70;Versicherungsmakler;1;AfD;;   ;286
Carstens, Tim ;1989;94;Student;1;AfD;;   ;289
Carstensen, Christian ;1973;69;Bankkaufmann;1;SPD;HH;6;21
Castellucci, Dr. Lars ;1974;87;Hochschulprofessor;1;SPD;BW;13;277
Cebulla, Manuel ;1965;81;Jurist;1;PARTEI DER VERNUNFT;NW;2;
Ceglar, Michael ;1963;60;Diplom-Ingenieur (FH) Elektrotechnik;1;PIRATEN;;   ;246
Ceglecki, Josef ;1957;68;Pharmareferent;1;AfD;RP;27;
Cerveny, Wenzel Vaclav ;1961;91;Restaurant-Fachmann;1;BP;BY;6;
Chartier, Gabriele ;1961;75;Unternehmerin;2;FREIE WÄHLER;;   ;51
Chieduch, Wolfgang Dieter ;1945;44;Maurer;1;pro Deutschland;RP;2;
Christen, Mario ;1953;60;Stadtplaner, Vermessungsingenieur;1;ÖDP;BE;3;
Christiansen, Christian Günter ;1941;68;Verlagskaufmann, Redakteur;1;FREIE WÄHLER;BE;1;80
Chudy, Agnes ;1987;69;Bankkauffrau;2;CDU;RP;22;
Cieschinger, Marlene ;1959;78;Sekretärin;2;DIE LINKE;BE;7;80
Cigelski, Volker Ernst Jakob ;1953;78;Kaufmann;1;NPD;;   ;247
Cirkovic, Stevan ;1991;94;Student;1;PIRATEN;BW;21;274
Clasen, Bernhard ;1957;82;Übersetzer;1;DIE LINKE;;   ;109
Claus, Gerwald ;1972;28;Mechatroniker;1;PIRATEN;;   ;79
Claus, Marcel ;1976;75;Geschäftsführer;1;AfD;BY;40;244
Claus, Olaf-Rüdiger ;1959;76;Bürgermeister;1;FREIE WÄHLER;MV;1;
Claus, Roland ;1954;76;MdB, Diplom-Ingenieur;1;DIE LINKE;ST;4;73
Claussen, Claus Christian ;1961;81;Rechtsanwalt, Notar;1;CDU;SH;15;
Clostermann, Marcel Stephan ;1987;94;Student;1;PIRATEN;;   ;144
Collins, Lisa ;1986;98;Auszubildende;2;PIRATEN;BW;9;291
Connelly, Kai Uwe ;1968;83;Grafiker;1;FREIE WÄHLER;HH;3;21
Connemann, Gitta ;1964;76;MdB, Rechtsanwältin;2;CDU;NI;8;25
Conrad, Gabriele ;1960;31;Betriebselektrikerin;2;MLPD;BW;6;
Conradi, Dr. Ralf-Günther ;1956;81;Verbandsjurist;1;AfD;BE;7;77
Corne de, Walter ;1944;78;Kaufmann;1;Volksabstimmung;NW;6;
Corz, Sabine ;1967;90;Friseurmeisterin;2;PARTEI DER VERNUNFT;RP;5;
Coße, Jürgen ;1969;78;Angestellter;1;SPD;NW;35;128
Cramon-Taubadel von, Viola ;1970;3;Diplom-Agraringenieurin;2;GRÜNE;NI;7;52
Cremer, Claus ;1979;78;Industriekaufmann;1;NPD;NW;1;140
Crone, Petra ;1950;88;Sozialwissenschaftlerin;2;SPD;NW;4;149
Curlisca, Jaroslav ;1953;62;Elektrotechniker;1;BP;BY;12;
Czich, Sebastian ;1980;91;Restaurantfachmann;1;PIRATEN;;   ;153
Dagdelen, Sevim ;1975;76;Mitglied des Deutschen Bundestages;2;DIE LINKE;NW;5;140
Dagenbach, Alfred ;1947;5;Selbständiger Gärtnermeister;1;pro Deutschland;BW;1;
Dahl, Andreas ;1970;25;Schlosser;1;AfD;;   ;83
Dahlen, Sascha ;1979;85;Krankenpfleger;1;Die PARTEI;NW;45;
Dahlendorf, Frank Günter ;1961;88;Diplom-Volkswirt;1;AfD;NW;44;
Dahlke, Evelyn ;1969;86;Erzieherin;2;FDP;NW;19;131
Dahmen, Janosch ;1981;84;Arzt;1;GRÜNE;NW;14;139
Daldrup, Bernhard ;1956;75;Geschäftsführer;1;SPD;NW;17;130
Dalmer, Julia ;1990;94;Studentin;2;Die PARTEI;BE;17;
Damar, Ali ;1970;91;Restaurantfachmann;1;DIE LINKE;;   ;203
Damerau, Inka ;1963;86;Sozialpädagogin, Diakonin;2;SPD;HH;3;
Dammann, Manfred ;1959;50;Tischlermeister;1;NPD;;   ;30
Dammermann, Christoph ;1967;75;Geschäftsführer;1;FDP;NW;18;145
Damson, Thomas ;1981;87;Gymnasiallehrer;1;AfD;RP;20;
Daniels Edler von, Dr. Gero ;1968;81;Rechtsanwalt;1;CDU;NI;37;
Dankerl, Barbara ;1970;78;Kaufmännische Angestellte;2;CSU;BY;44;
Danne, Andreas ;1961;70;Werbekaufmann, Angestellter;1;DIE LINKE;;   ;98
Danter, Kai ;1966;81;Richter;1;GRÜNE;MV;9;
Daratha, Ina ;1984;78;Angestellte;2;Die PARTEI;HH;11;
Däschner, Karl ;1954;99;Teamleiter;1;NPD;;   ;272
Daub, Helga ;1942;76;MdB, Diplom-Hotelkauffrau;2;FDP;;   ;148
Dauert, John ;1985;87;Studienreferendar;1;GRÜNE;TH;5;
Dazert, Marie-Therese ;1992;94;Studentin;2;GRÜNE;NW;21;145
De, Dr. Dennis ;1964;87;Professor;1;GRÜNE;BW;22;263
Debuch, Dr. Tobias ;1973;75;Geschätsführer;1;FDP;NI;11;37
Decarolis, Dominic ;1982;94;Student;1;Die PARTEI;NW;42;
Decker, Ursula ;1962;85;Diabetesberaterin;2;ÖDP;RP;5;
Deckert, Ines Maria ;1966;85;Selbstständige Heilpraktikerin;2;AfD;TH;7;
Dederichs, Hans Josef ;1964;80;Polizeibeamter;1;GRÜNE;NW;28;89
Deger, Gökhan ;1973;31;Elektromechaniker;1;FREIE WÄHLER;BY;26;218
Degler, Alois August ;1949;81;Rechtsanwalt, vereidigter Buchprüfer;1;Anderer KWV;;   ;273
Dehde, Klaus-Peter ;1959;76;Finanzwirt;1;SPD;NI;35;
Dehm, Cornelius ;1991;94;Student;1;GRÜNE;;   ;178
Dehm-Desoi, Dr. Diether ;1950;76;MdB, Autor, Musiker;1;DIE LINKE;NI;1;43
Dehn, Jonathan ;1990;94;Student;1;PIRATEN;;   ;59
Dehnke, Martin ;1971;83;Tontechniker, Medienpädagoge;1;PIRATEN;SN;6;
Deicke, Alexander ;1976;81;Rechtsanwalt;1;FDP;BW;37;265
Deininger, Heinz ;1949;77;Diplom-Informatiker (TU);1;DIE LINKE;;   ;267
Deistler, Martin ;1956;62;Supporttechniker;1;DIE LINKE;;   ;187
Deligöz, Ekin ;1971;76;MdB, Diplom-Verwaltungswissenschaftlerin;2;GRÜNE;BY;3;255
Demir, Orhan ;1975;88;Betriebswirt;1;BIG;BW;4;
Demirel, Gülseren ;1964;86;Diplom-Sozialpädagogin;2;GRÜNE;BY;45;
Demirhan, Ali ;1965;69;Bankfachwirt;1;GRÜNE;SH;12;
Dempert, Martin ;1971;48;Zimmermann;1;BP;BY;7;
Demuth, Ellen ;1982;76;MdL, Diplom-Betriebswirtin (FH);2;CDU;RP;33;
Demuth, Kerstin Sara ;1989;94;Studentin;2;PIRATEN;;   ;39
Deniz, Tuncay ;1963;60;Diplom-Ingenieur (FH);1;AfD;BY;31;
Dethlefsen, Knut Matthias ;1969;88;Historiker;1;SPD;SH;13;
Dethloff, Manuel ;1981;88;Politikwissenschaftler;1;GRÜNE;BY;38;238
Dettmann, Jürgen ;1966;3;Diplom-Agraringenieur;1;FREIE WÄHLER;MV;5;15
